"","drinks.idDrink","drinks.strDrink","drinks.strCategory","drinks.strAlcoholic","drinks.strGlass","drinks.strInstructions","drinks.strDrinkThumb","drinks.strIngredient1","drinks.strIngredient2","drinks.strIngredient3","drinks.strIngredient4","drinks.strIngredient5","drinks.strIngredient6","drinks.strIngredient7","drinks.strIngredient8","drinks.strIngredient9","drinks.strIngredient10","drinks.strIngredient11","drinks.strIngredient12","drinks.strIngredient13","drinks.strIngredient14","drinks.strIngredient15","drinks.strMeasure1","drinks.strMeasure2","drinks.strMeasure3","drinks.strMeasure4","drinks.strMeasure5","drinks.strMeasure6","drinks.strMeasure7","drinks.strMeasure8","drinks.strMeasure9","drinks.strMeasure10","drinks.strMeasure11","drinks.strMeasure12","drinks.strMeasure13","drinks.strMeasure14","drinks.strMeasure15","drinks.dateModified"
"2515","15591","French Whore","Shot","Alcoholic","Old-fashioned glass","Shake vigorously over ice and strain into a rocks glass.",NA,"Vodka","Chambord raspberry liqueur","Pineapple juice","","","","","","","","","","","","","1 oz ","1/2 oz ","1/2 oz "," "," "," "," "," ","","","","","","","",NA
"2516","15593","Butcherblock","Milk / Float / Shake","Alcoholic","vote","Pour all ingredients over ice in a large (16 oz.)glass. Shake vigorously. Garnish with grated chocolate. YUMMM!",NA,"Tequila","Kahlua","Half-and-half","","","","","","","","","","","","","1 1/2 oz ","1 1/2 oz ","To fill "," "," "," "," "," ","","","","","","","",NA
"2517","15595","Cosmopolitan #3","Cocktail","Alcoholic","Cocktail glass","Stir ingredients on ice and strain into martini glass.",NA,"Vodka","Cointreau","Cranberry juice","Lime juice","","","","","","","","","","","","1 oz Stoli ","1 oz ","Small dash ","Small dash "," "," "," "," "," ","","","","","","",NA
"2518","15597","Absolut Stress #2","Ordinary Drink","Alcoholic","vote","Mix well. Garnish with Orange and Cherry. Enjoy",NA,"Absolut Vodka","Peach schnapps","Coconut liqueur","Cranberry juice","Pineapple juice","","","","","","","","","","","1 1/2 oz ","1/2 oz ","1/2 oz ","1 1/2 oz ","1 1/2 oz "," "," "," "," "," ","","","","","",NA
"2519","15599","Timberwolf","Ordinary Drink","Alcoholic","vote","Mix together in a a large glass and fill remainder with Orange Juice. Serve Cold",NA,"Light rum","Tequila","Gin","Vodka","Grain alcohol","Creme de Noyaux","","","","","","","","","","1 1/2 oz ","1 1/2 oz ","1 1/2 oz ","1 1/2 oz ","1 1/2 oz pure ","1 1/2 oz "," "," "," "," "," ","","","","",NA
"2520","15601","Vodka Kick","Ordinary Drink","Alcoholic","vote","Just mix it! Also add some lime.",NA,"Vodka","Ginger ale","Lime","","","","","","","","","","","","","1/4 ","3/4 ","
","
","
","
","
","
","","","","","","","",NA
"2521","15603","Morning Milk","Milk / Float / Shake","Alcoholic","vote","Blend until smooth and creamy.",NA,"Milk","Gin","Strawberries","Kiwi","","","","","","","","","","","","1 cup ","3 tblsp ","10 ","1 "," "," "," "," "," ","","","","","","",NA
"2522","15605","Nutty Irishman #2","Coffee / Tea","Alcoholic","Irish coffee cup","Prepare a cafe-latte as normal. Add liquors acording to taste. Serve hot or over ice as a chilled coffee beverage.","http://www.thecocktaildb.com/images/media/drink/urtyrs1454514064.jpg","Irish cream","Hazelnut liqueur","Milk","Espresso","","","","","","","","","","","","1/2 jigger ","1/2 jigger ","1 cup steamed ","1 cup "," "," "," "," "," ","","","","","","","2016-02-03 15:41:04"
"2523","15607","Baso","Ordinary Drink","Alcoholic","vote","Add ingredients into shaker with ice. Shake vigorously, strain into glass, garnish with lime.",NA,"Spiced rum","Goldschlager","Lime juice","Grapefruit juice","Club soda","Lime","","","","","","","","","","1 shot ","1/2 shot ","3/4 shot ","Top with ","1 splash ","1 slice "," "," "," "," "," ","","","","",NA
"2524","15609","Green Death","Punch / Party Drink","Alcoholic","Champagne flute","Serve in plastic Champagne Glasses without the plastic bottoms",NA,"Vodka","Triple sec","Limeade","","","","","","","","","","","","","1 oz ","1/4 oz ","2 oz "," "," "," "," "," ","","","","","","","",NA
"2525","15611","Sangria Classic","Punch / Party Drink","Alcoholic","Pitcher","Combine orange juice, wine, sugar, brandy and Cointreau. Add lemon and orange slices. Chill. To serve, add ice and club soda, stir gently.",NA,"Orange","White wine","Sugar","Brandy","Cointreau","Orange","Lemon","Ice","Club soda","","","","","","","Juice of 1/2 ","1 bottle dry ","2 tblsp ","1 oz ","1 oz ","1/2 ","1 ","2 cups ","1 cup "," "," "," "," "," ","",NA
"2526","15613","Melzinho","Ordinary Drink","Alcoholic","vote","Mix the two ingredients and shake it well.You may serve it pure or with ice on a small cafe glass",NA,"Honey","Cachaca","","","","","","","","","","","","","","50 ml ","90 ml "," "," "," "," "," ","","","","","","","","",NA
"2527","15615","Chocolate Monkey","Milk / Float / Shake","Optional alcohol","Parfait glass","blend liqeuors with ice-cream, milk and syrup. pour into parfait glass, top with whipped cream and garnish with banana and cherry.",NA,"Banana liqueur","Creme de Cacao","Chocolate ice-cream","Chocolate syrup","Chocolate milk","Whipped cream","Cherry","Banana","","","","","","","","1 shot ","2 shots ","2 scoops ","1 oz ","4 oz ","1 ","1 ","1 piece "," "," "," "," "," ","","",NA
"2528","15617","Brandy Alexandra","Cocktail","Alcoholic","vote","Blend all the ingredients in blender, garnished with cinnamon powder.",NA,"Brandy","Creme de Cacao","Vanilla ice-cream","Ice","","","","","","","","","","","","1 oz ","1/2 oz ","1 scoop ","1 scoop "," "," "," "," "," ","","","","","","",NA
"2529","15619","Shark's Bite","Punch / Party Drink","Alcoholic","vote","Mix together the Southern Comfort and the Cranberry Juice and stir. then add the Lime Juice (be careful not to get too much lime). Serve cold! You can substitute lemon juice for the lime juice if needed.",NA,"Southern Comfort","Cranberry juice","Lime juice","","","","","","","","","","","","","2 parts ","2 parts ","1/2 part "," "," "," "," "," ","","","","","","","",NA
"2530","15621","Comfortable Screw","Ordinary Drink","Alcoholic","vote","Pour Southern Comfort and O.J together and serve chilled",NA,"Southern Comfort","Orange juice","","","","","","","","","","","","","","1 part ","3 parts "," "," "," "," "," ","","","","","","","","",NA
"2531","15623","Cucaracha #2","Shot","Alcoholic","Shot glass","Use a shot-glass and fill to the above proportions. Light the drink on fire. (It helps if you move the lighter in a circular pattern around the top of the drink.) Shoot it through a straw. Be careful!",NA,"Vodka","Kahlua","","","","","","","","","","","","","","3/4 ","1/4 "," "," "," "," "," ","","","","","","","","",NA
"2532","15625","Maria Theresa","Ordinary Drink","Alcoholic","vote","Combine with ice. Shake. Strain and add ice.",NA,"Tequila","Cranberry juice","Lime juice","","","","","","","","","","","","","2 oz ","2 tblsp ","1 1/2 tsp "," "," "," "," "," ","","","","","","","",NA
"2533","15627","Mango Mint","Ordinary Drink","Alcoholic","vote","Combine in a blender at low speed for 15 seconds. Strain, add ice.",NA,"Rum","Mango","White Creme de Menthe","Ice","","","","","","","","","","","","1 oz ","1 1/2 oz ","2 tsp ","3 oz crushed "," "," "," "," "," ","","","","","","",NA
"2534","15629","Belfast Bomber","Shot","Alcoholic","vote","Build over ice drink with a straw.",NA,"Bailey's irish cream","Cognac","Ice","","","","","","","","","","","","","1 oz ","1 oz ","Fill with "," "," "," "," "," ","","","","","","","",NA
"2535","15631","Schwartzy","Cocktail","Alcoholic","Highball glass","Serve in a tall glass",NA,"Peach schnapps","Southern Comfort","Orange juice","Pineapple juice","","","","","","","","","","","","1 part ","1 part ","6 oz ","1 splash "," "," "," "," "," ","","","","","","",NA
"2536","15633","Napalm-Death","Shot","Alcoholic","Shot glass","Take a shot glass and take equal amounts of the liquor. First the Kahlua, then slowly pour down the Drambuie, then the Bailey's and last the Cointreau. Try to get fine layers.",NA,"Cointreau","Kahlua","Drambuie","Bailey's irish cream","","","","","","","","","","","","1 part ","1 part ","1 part ","1 part "," "," "," "," "," ","","","","","","",NA
"2537","15635","Bonecrusher","Ordinary Drink","Alcoholic","vote","
",NA,"Rum","Gin","Vodka","Sprite","Grenadine","Lemon","Champagne","","","","","","","","","1/2 oz ","1/2 oz ","1/2 oz ","1 splash ","1 splash "," squeeze
","
","
","
","
","
","
","","","",NA
"2538","15637","Baltimore Zoo","Ordinary Drink","Alcoholic","vote","add the liquors and grenadine. Mix. Strain. Add splash of Sprite. Add lemon squeeze. Drinker adds shot of beer.",NA,"Rum","Vodka","Gin","Sprite","Grenadine","Lemon","Beer","","","","","","","","","1/2 oz ","1/2 oz ","1/2 oz ","1 splash ","1 splash "," squeeze
","
","
","
","
","
","
","","","",NA
"2539","15639","Texas Sling","Milk / Float / Shake","Alcoholic","vote","Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",NA,"Kahlua","Irish cream","Amaretto","151 proof rum","Cream","","","","","","","","","","","1/2 oz ","1/2 oz ","1/2 oz ","1/2 oz Bacardi ","1 oz "," "," "," "," "," ","","","","","",NA
"2540","15641","Whippet","Ordinary Drink","Alcoholic","vote","Made as in a normal Vodka and Orange, with raspberry cordial added last.",NA,"Vodka","Orange juice","Raspberry cordial","","","","","","","","","","","","","3 cl ","
","
","
","
","
","
","
","","","","","","","",NA
"2541","15643","Bull Shot #2","Ordinary Drink","Alcoholic","vote","Disolve bullion cube in water. Mix in vodka and Tabasco. Garnish with celery.",NA,"Beef bouillon","Vodka","Tabasco sauce","Water","","","","","","","","","","","","1 ","2 oz ","1 dash ","4 oz boiling "," "," "," "," "," ","","","","","","",NA
"2542","15645","Carolina","Cocktail","Alcoholic","White wine glass","pour strega into chilled wine glass, add champagne. Stir slightly.",NA,"Champagne","Strega","","","","","","","","","","","","","","2 oz ","2 oz "," "," "," "," "," ","","","","","","","","",NA
"2543","15647","T.K.O.","Shot","Alcoholic","Shot glass","Just pour off the amount into a shot glass Shoot and Enjoy!",NA,"Tequila","Ouzo","Kahlua","","","","","","","","","","","","","1/3 oz ","1/3 oz ","1/3 oz "," "," "," "," "," ","","","","","","","",NA
"2544","15649","Red Wine Punch","Punch / Party Drink","Optional alcohol","Punch bowl","Mix the icing sugar with the red wine, and stir well. Pour in the soda. Put in some Orange/Lemon slices. Serve immediately with a lot of ice.",NA,"Red wine","Soda water","Powdered sugar","Orange","","","","","","","","","","","","2 parts ","1 part ","3 tblsp "," and/or lemon slices
","
","
","
","
","
","","","","","","",NA
"2545","15651","Mansion Margarita","Ordinary Drink","Alcoholic","Margarita/Coupette glass","Mix above ingredients in a shaker. Shake and serve on the rocks.",NA,"Gold tequila","Grand Marnier","Cointreau","Sweet and sour","","","","","","","","","","","","1 1/4 oz ","3/4 oz ","3/4 oz ","1 1/4 oz "," "," "," "," "," ","","","","","","",NA
"2546","15653","Candy","Cocktail","Alcoholic","vote","Fill a glass with ice. Pour the 151. Pour the Dr. Pepper. Pour the Amaretto. Stir.",NA,"Dr. Pepper","151 proof rum","Amaretto","","","","","","","","","","","","","12 oz ","1 1/4 oz Bacardi ","3/4 oz "," "," "," "," "," ","","","","","","","",NA
"2547","15655","Peach Death","Cocktail","Alcoholic","vote","Pour ingredients on the rocks and enjoy.",NA,"Vodka","Peach schnapps","Amaretto","","","","","","","","","","","","","3/4 oz ","3/4 oz ","3/4 oz "," "," "," "," "," ","","","","","","","",NA
"2548","15657","Flying Tiger","Ordinary Drink","Alcoholic","vote","Fill glass with ice: add Galliano, Creme De Menthe and Vodka. Top glass off with orange juice. Enjoy!",NA,"Galliano","White Creme de Menthe","Vodka","Orange juice","","","","","","","","","","","","1 shot ","1 shot ","1 shot ","1/2 cup "," "," "," "," "," ","","","","","","",NA
"2549","15659","Sweet Dream","Punch / Party Drink","Alcoholic","vote","Pour 2 oz. of Malibu Rum into a 10 oz. glass. Then fill the rest of the glass with orange juice, strawberry juice, and a splash banana syrup.",NA,"Malibu rum","Orange juice","Strawberry juice","Banana syrup","","","","","","","","","","","","2 oz ","
","
","
","
","
","
","
","","","","","","","",NA
"2550","15661","Caffine attack","Milk / Float / Shake","Alcoholic","Beer mug","Fill blender with coffee ice-cream and the amount of kahula to your desire. Blend until drinkable, pour into a beer mug and garnish with a cinnamon stick.",NA,"Kahlua","Ice-cream","","","","","","","","","","","","","","
","
","
","
","
","
","
","","","","","","","","",NA
"2551","15663","Concrete","Shot","Alcoholic","vote","First you drink the vodka (no swallowing), then you drink the Baileys. You mix it in the mouth and swallow.",NA,"Vodka","Bailey's irish cream","","","","","","","","","","","","","","1 shot ","1 shot "," "," "," "," "," ","","","","","","","","",NA
"2552","15665","TGV","Shot","Alcoholic","Shot glass","Mix in shotglass(es). Add Curacao last, to a nice blue-green color.",NA,"Tequila","Gin","Vodka","Blue Curacao","","","","","","","","","","","","1 cl ","1 cl ","1 cl ","1 dash "," "," "," "," "," ","","","","","","",NA
"2553","15667","Love Potion #9","Punch / Party Drink","Alcoholic","Punch bowl","Pour Kool-aid into jug, add vodka and rum. add 1 pouch of Kool-aid (cherry or orange) cover and shake give to best looking girl in the room and party",NA,"Kool-Aid","Vodka","White rum","","","","","","","","","","","","","20 oz Cherry ","8 oz ","3 "," "," "," "," "," ","","","","","","","",NA
"2554","15669","Smurfs Up","Ordinary Drink","Alcoholic","vote","Combine and Stir",NA,"Maui","Vodka","Pineapple juice","","","","","","","","","","","","","1 1/2 oz blue ","1/2 oz ","8 oz "," "," "," "," "," ","","","","","","","",NA
"2555","15671","Hot Apple Pie","Ordinary Drink","Alcoholic","vote","Mix Tuaca and Cider in a large microwavable mug. Heat on high for 2 1/2 minutes. stirr again, and enjoy!!!",NA,"Tuaca","Apple cider","","","","","","","","","","","","","","1 1/2 oz ","6 oz "," "," "," "," "," ","","","","","","","","",NA
"2556","15673","Melonball","Ordinary Drink","Alcoholic","Highball glass","Fill tall glass with ice. Pour in Melon Liqueur and Vodka. Fill glass with juice. Orange juice may also be used.",NA,"Midori melon liqueur","Vodka","Pineapple juice","","","","","","","","","","","","","2 oz ","1 oz ","
","
","
","
","
","
","","","","","","","",NA
"2557","15675","A midsummernight dream","Ordinary Drink","Alcoholic","vote","Mix the strawberrys in a blender Pour it together with the vodka,kirch and strawberry liquer over ice in a shaker. Shake well and pour in a highballglass. Fill up with the Russchian water",NA,"Vodka","Kirschwasser","Strawberry liqueur","Strawberries","Schweppes Russchian","","","","","","","","","","","2 oz ","1 oz ","1 tsp ","5 ","
","
","
","
","
","
","","","","","",NA
"2558","15677","Amaretto Stone Sour #2","Ordinary Drink","Alcoholic","vote","Add Amaretto, OJ, and Sour in a tub over ice.",NA,"Amaretto","Orange juice","Sour mix","","","","","","","","","","","","","1 1/2 oz ","4 oz ","4 oz "," "," "," "," "," ","","","","","","","",NA
"2559","15679","Midori Margarita","Ordinary Drink","Alcoholic","Cocktail glass","Moisten rim of cocktail glass with lime juice and dip in salt. Shake ingredients together, and pour into glass filled with crushed ice. Option: Mix above ingredients with one cup of ice in blender for a smooth, ""granita"" type drink.",NA,"Tequila","Triple sec","Lime juice","Midori melon liqueur","Salt","","","","","","","","","","","1 1/2 oz ","1/2 oz ","1 oz fresh ","1/2 oz ","
","
","
","
","
","
","","","","","",NA
"2560","15681","Black Gold","Shot","Alcoholic","Shot glass","pour both ingredients in shot glass and enjoy!",NA,"Jägermeister","Goldschlager","","","","","","","","","","","","","","3/4 oz ","3/4 oz "," "," "," "," "," ","","","","","","","","",NA
"2561","15683","Cherry Blow Pop","Shot","Alcoholic","Shot glass","Pour all three ingredients into an short shaker with ice. For better taste, let it chill for a bit.",NA,"Southern Comfort","Amaretto","Grenadine","","","","","","","","","","","","","1/3 oz ","1/3 oz ","1/3 oz "," "," "," "," "," ","","","","","","","",NA
"2562","15685","Gorilla Fart #3","Shot","Alcoholic","Shot glass","Pour in glass, drink!",NA,"151 proof rum","Southern Comfort","Jack Daniels","","","","","","","","","","","","","1/3 shot Bacardi ","1/3 shot ","1/3 shot "," "," "," "," "," ","","","","","","","",NA
"2563","15687","Jolly Green Giant","Ordinary Drink","Alcoholic","Beer mug","mix just like you would a screwdriver, except substitute lime vodka",NA,"Lime vodka","Orange juice","","","","","","","","","","","","","","1 shot ","
","
","
","
","
","
","","","","","","","","",NA
"2564","15689","Dirty Moma","Ordinary Drink","Alcoholic","Highball glass","Pour ingredients over ice and stur.",NA,"Kahlua","Brandy","Vodka","Half-and-half","","","","","","","","","","","","1 jigger ","1 jigger ","1 jigger ","fill glass "," "," "," "," "," ","","","","","","",NA
"2565","15691","Zoksel","Soft Drink / Soda","Alcoholic","Beer pilsner","No specific mixinginstructions, just poor every ingredient in one glass. The lemon goes with it.",NA,"Beer","Root beer","Lemonade","Coca-Cola","7-Up","Creme de Cassis","Lemon","","","","","","","","","
","
","
"," slice
","
","
","
","
","
","","","","","","",NA
"2566","15693","Smurf fart","Shot","Alcoholic","Shot glass","Shake with ice and strain into a shot glass.",NA,"Blue Curacao","Blueberry schnapps","Cream","","","","","","","","","","","","","1/2 oz ","1 oz ","Splash "," "," "," "," "," ","","","","","","","",NA
"2567","15695","Bull Shot #3","Ordinary Drink","Alcoholic","Old-fashioned glass","Shake with ice and strain into an old fashioned glass.",NA,"Vodka","Beef bouillon","Worcestershire sauce","Salt","Black pepper","","","","","","","","","","","1 1/2 oz ","3 oz ","1 dash ","1 dash ","1 dash "," "," "," "," "," ","","","","","",NA
"2568","15697","Nazi Cola","Ordinary Drink","Alcoholic","Cocktail glass","Combine Jägermeister and Rumple Minze over ice in glass. Fill to top with Cola.",NA,"Jägermeister","Rumple Minze","Coca-Cola","","","","","","","","","","","","","1 oz ","1 oz ","Fill with "," "," "," "," "," ","","","","","","","",NA
"2569","15699","Dirty Grasshopper","Milk / Float / Shake","Alcoholic","vote","Pour Creme de Menthe and Kahlua in a glass over ice. Add milk to fill. Garnish with whatever you'd like. Enjoy!",NA,"White Creme de Menthe","Kahlua","Milk","","","","","","","","","","","","","1 oz ","1 oz ","Fill with "," "," "," "," "," ","","","","","","","",NA
"2570","15701","Pan Galactic Gargle Blaster #2","Cocktail","Alcoholic","Champagne flute","Splash a puddle of Angostura bitters into a saucer and place the sugar cube in it to soak. This will take a minute ot two. Stir the Champagne (or sparkling wine), the Vodka and the Blue Curacao together in a container and put into the fridge to chill. Place the soaked sugar cube in the bottom of the Champagne glass, pour in the mixture and add drop in the cocktail onion, which should be loose, not on a cocktail stick.",NA,"Champagne","Vodka","Blue Curacao","Sugar","Angostura bitters","Cocktail onion","","","","","","","","","","70 ml ","20 ml ","10 ml ","1 ","1 splash ","1 "," "," "," "," "," ","","","","",NA
"2571","15703","CoonDogg","Shot","Alcoholic","Shot glass","Mix together then strain thru ice.",NA,"Crown Royal","Blackberry brandy","7-Up","","","","","","","","","","","","","1 oz ","1/2 oz ","1/2 oz "," "," "," "," "," ","","","","","","","",NA
"2572","15705","Caribbean Cruise","Other/Unknown","Alcoholic","Hurricane glass","Combine all ingredients, shake well and serve over ice. Garnish with a lime wedge and a cherry (and an umbrella if handy).",NA,"Vodka","Midori melon liqueur","Peach schnapps","Blue Curacao","Pineapple juice","7-Up","","","","","","","","","","1/2 oz ","1/2 oz ","1/2 oz ","1/2 oz ","
","
","
","
","
","
","
","","","","",NA
"2573","15707","Porch Monkey","Cocktail","Alcoholic","Highball glass","Mix all ingredients together over ice. Stir well. Enjoy",NA,"Vodka","Grape schnapps","Lemonade","","","","","","","","","","","","","1 1/2 oz ","1 1/2 oz ","Fill with "," "," "," "," "," ","","","","","","","",NA
"2574","15709","Vik 'n' Rum","Ordinary Drink","Alcoholic","Old-fashioned glass","Pour in the Rum first followed by the 12 oz of Nestea. Make sure you have stirred well. Serve Chilled!!",NA,"Iced tea","Malibu rum","","","","","","","","","","","","","","12 oz ","4.5 oz "," "," "," "," "," ","","","","","","","","",NA
"2575","15711","Tipsy Island","Ordinary Drink","Alcoholic","Pitcher","Crush ice in a blender. Add frozen strawberries and banana to blender. Put on low speed and add Malibu & Banana liqueur. Pour into tall glass.",NA,"Malibu rum","Strawberries","Banana liqueur","Ice","Pineapple juice","Banana","","","","","","","","","","2/3 cup ","7 pieces frozen ","2/3 cup ","12 cubes ","1/2 cup ","1 "," "," "," "," "," ","","","","",NA
"2576","15713","Toxic Antifreeze","Other/Unknown","Alcoholic","Collins glass","Fill a 12 ounce glass with ice, add 1 ounce of vodka, 1 ounce of triple sec and 1 ounce of midori, fill with yellow lemonade and enjoy.",NA,"Vodka","Triple sec","Midori melon liqueur","Lemonade","","","","","","","","","","","","1 oz ","1 oz ","1 oz ","6 oz "," "," "," "," "," ","","","","","","",NA
"2577","15715","Purple Plague","Ordinary Drink","Alcoholic","Old-fashioned glass","Mix Zinfandel with Chambord and add 7-Up. Serve on ice.",NA,"Chambord raspberry liqueur","White wine","7-Up","","","","","","","","","","","","","1 1/2 oz ","4 oz ","3 splashes "," "," "," "," "," ","","","","","","","",NA
"2578","15717","Tanga","Punch / Party Drink","Alcoholic","Hurricane glass","In blender add Orange Tang Mix, Absolut Vodka, and ice. Blend until smooth.",NA,"Tang","Absolut Vodka","Ice","","","","","","","","","","","","","2 parts ","1 part ","5 handfuls "," "," "," "," "," ","","","","","","","",NA
"2579","15719","Doug's Modified Cement Mixer","Shot","Alcoholic","Shot glass","Put Bailey's into a shot glass about 2/3 full. Fill the rest of the shot with Lemon or Lime juice. Take the shot and Swish it around in your mouth. It feels really neat. Swallow it before it becomes solid.",NA,"Bailey's irish cream","Lemon juice","","","","","","","","","","","","","","1 shot ","2 or 3 splashes "," "," "," "," "," ","","","","","","","","",NA
"2580","15721","Twisted Screw","Other/Unknown","Alcoholic","vote","Nothing special. Vodka, then oj, then twister. Add a splash of raspberry sparkling water if desired.",NA,"Vodka","Orange juice","Tropicana","","","","","","","","","","","","","2 shots ","4 oz ","Top with "," "," "," "," "," ","","","","","","","",NA
"2581","15723","Harley Davidson (the company way)","Shot","Alcoholic","Shot glass","Pour alcohol into the shot glass. Occassionally mix with ice then put into a shot glass. Serve with a lemon wedge.",NA,"Yukon Jack","Jack Daniels","","","","","","","","","","","","","","1/2 shot ","1/2 shot "," "," "," "," "," ","","","","","","","","",NA
"2582","15725","Karlsson's dream","Ordinary Drink","Alcoholic","Highball glass","Just blend and drink. It's deadly.",NA,"Midori melon liqueur","Absolut Vodka","Milk","","","","","","","","","","","","","6 cl ","3 cl ","Fill with "," "," "," "," "," ","","","","","","","",NA
"2583","15727","Virulent Death","Shot","Alcoholic","Shot glass","Combine in shot glass and stir.",NA,"Blue Curacao","Yukon Jack","Galliano","","","","","","","","","","","","","1 part ","1 part ","1 part "," "," "," "," "," ","","","","","","","",NA
"2584","15729","Simpson Bronco","Shot","Alcoholic","Shot glass","Add all ingrediants in mixing tin with ice and strain",NA,"Sambuca","Grenadine","Orange juice","","","","","","","","","","","","","1 oz ","1/4 oz ","1/4 oz "," "," "," "," "," ","","","","","","","",NA
"2585","15731","Hand-Shaken Margarita on the Rocks","Ordinary Drink","Alcoholic","Margarita/Coupette glass","use large metal container with plenty of ice and a strainer. Shake well, pour through strainer into margarita glass. Serve with salt and fresh lime.",NA,"Gold tequila","Sweet and sour","Lime juice","Triple sec","","","","","","","","","","","","1 shot ","1 1/2 part ","1-2 tblsp ","1/2 oz "," "," "," "," "," ","","","","","","",NA
"2586","15733","White Lightening","Ordinary Drink","Alcoholic","Mason jar","Just pour it all into a blender. Vary the amount of Vodka according to how buzzed you want to be. Remember, it must have at least 2 oz. of Vodka in order to be called White Lightening.",NA,"Lemon vodka","Lemonade","","","","","","","","","","","","","","2 oz ","frozen "," "," "," "," "," ","","","","","","","","",NA
"2587","15735","Gorilla's Tit","Other/Unknown","Alcoholic","Old-fashioned glass","After mixing each ingredient in order shown, light the 151 with a match. Blow out the flames, and sip drink quickly with a straw.",NA,"Kahlua","Yukon Jack","151 proof rum","","","","","","","","","","","","","1 oz ","1 oz ","1 oz Bacardi "," "," "," "," "," ","","","","","","","",NA
"2588","15737","Blonde Smoothie","Punch / Party Drink","Alcoholic","White wine glass","Scoop ice-cream into a large bowl (stainless or glass, but plastic will do). Slowly pour wine into bowl and mix until smooth (but not runny, or melted). Fold in (well drained) fruit cocktail. Serve in wine glass with ice-cream scoop (add tacky paper umbrella if desired). Keep in freezer when not being served.",NA,"Vanilla ice-cream","White wine","Fruit cocktail","","","","","","","","","","","","","1/2 gal premium ","750 ml ","1 medium can "," "," "," "," "," ","","","","","","","",NA
"2589","15739","Rontini","Ordinary Drink","Alcoholic","vote","Pour together serve over ice",NA,"Mountain Dew","Vodka","","","","","","","","","","","","","","3 oz ","1 oz "," "," "," "," "," ","","","","","","","","",NA
"2590","15741","Monkey's Lunch","Cocktail","Alcoholic","Cocktail glass","Pour alcohol over ice in a cocktail glass and add milk! (For a bit of a twist you could add a splash of Bailey's Irish Cream. This drink is also tasty as a 'special' coffee. Just sugar your rim, add liqour, pour coffee and add some whip.)",NA,"Banana liqueur","Kahlua","Milk","","","","","","","","","","","","","
","
","
","
","
","
","
","","","","","","","","",NA
"2591","15743","Fuzzy Asshole","Coffee / Tea","Alcoholic","Coffee mug","fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.",NA,"Coffee","Peach schnapps","","","","","","","","","","","","","","1/2 ","1/2 "," "," "," "," "," ","","","","","","","","",NA
"2592","15745","Pit Bull on Crack #2","Shot","Alcoholic","Shot glass","Mix all three ingredients in mixing tin with ice. Serve in a shot glass.",NA,"Jägermeister","Rumple Minze","Gold tequila","","","","","","","","","","","","","1 oz ","1 oz ","1 oz "," "," "," "," "," ","","","","","","","",NA
"2593","15747","The Perfect Margarita #1","Cocktail","Alcoholic","White wine glass","Put all ingredients except the 3 lime wedges into a shaker. Squeeze 2 of the lime wedges into the shaker. SHAKE WELL! Rim outside of glass only, with lime. Salt only the outside of glass. Add fresh crushed ice to glass. Strain mixture over ice. Squeeze remaining lime wedge in glass. Enjoy!",NA,"Ice","Lime","Gold tequila","Tequila","Rose's sweetened lime juice","Triple sec","Orange Curacao","","","","","","","","","crushed ","3 wedges ","2 oz ","1/2 oz ","1 1/4 oz ","1/2 oz ","1 splash "," "," "," "," "," ","","","",NA
"2594","15749","Patti's Irish Bloody Mary","Other/Unknown","Alcoholic","Irish coffee cup","Rim coffee mug with celery salt, Pour Baileys over ice and fill with bloody mary mix. Garnish with pickle spear and filberts.",NA,"Bailey's irish cream","Bloody mary mix","","","","","","","","","","","","","","1 1/4 oz ","Fill "," "," "," "," "," ","","","","","","","","",NA
"2595","15751","Dick-in-the-Dirt","Ordinary Drink","Alcoholic","vote","Mix all ingredients in a tall glass on the rocks.",NA,"Peach schnapps","151 proof rum","Southern Comfort","Yukon Jack","Pineapple juice","Cranberry juice","Grand Marnier","","","","","","","","","1 shot ","1/2 shot Bacardi ","1/2 shot ","1/2 shot ","1 splash ","1 splash ","1 splash "," "," "," "," "," ","","","",NA
"2596","15753","Rooster Piss","Shot","Alcoholic","Shot glass","Pour both ingredients into shot glass and enjoy!",NA,"Jack Daniels","Cinnamon schnapps","","","","","","","","","","","","","","1/2 oz ","1/2 oz "," "," "," "," "," ","","","","","","","","",NA
"2597","15755","Flaming Dr.","Ordinary Drink","Alcoholic","Pint glass","Pour both into a pint glass, mix and drink.",NA,"Firewater","Dr. Pepper","","","","","","","","","","","","","","1.5 oz ","12 oz "," "," "," "," "," ","","","","","","","","",NA
"2598","15757","Donivan Flowers' Rocks","Ordinary Drink","Alcoholic","Punch bowl","Put each of the ingredients into a punch bowl. Mix, and with a straw, SHOOT.",NA,"Vodka","Absolut Vodka","Vodka","Vodka","Irish cream","","","","","","","","","","","4 oz Stoli ","4 oz ","4 oz Blue Label Smirnoff ","4 oz Skyy ","dash "," "," "," "," "," ","","","","","",NA
